,All,ID,Testing Type,Year,Test No,Asker,Section,Customer,Engine,Emission,SAP No,PEP Phase,Ratio,Cylinder,Duty,System Pressure,Injector  Type,Flow Rate,Needle Lift,Injector PN,Nozzle PN,Rail Type,Volume,PRT,RIT,"w/ PLV 
or PCV",Rail_PN,SN,Pump Type,Pump PN,SN2,HPP P2R,HPP R2I,ECU Type,TB Dataset,Tester,TB,EMI,Start Date,Finish Date,Actual Effort,Mounting,Testing,Idle,Downtime,Description,Remarks,Pressure sensor,Flowmeter,HDA ,EVI,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249
899,,900.0,ET-MAP,2014,2014/082,Xu Tian,COS,Yuchai ,4S,CN4/EU4,30-107269-09-01,WORK, 0.5,4,MD,1600.0,CRIN2-16,B433210341/465cm3/30s@100bar,0.25,PN: 0 445 B29 920_00,B433210341,HRF,19,0.85,0.85,,,,CB28-18/2(3cam-lobes),PN: 0445B41017,"04
SN: 000289",270x8.0x3.6,227x6.35x3.0,EDC17CV44-5.03,P722V730,Zhang Zhijie,H1903,EMI2-1814,2014-08-18 00:00:00,2014-08-21 00:00:00,12,3,9,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,901.0,ET-MAP,2007,2007/040,Xie Wenzhi,ESD4,Xinguang,2.0l,CN4/EU4,30-101462,,2/3,4,PC,1600.0,CRI2-16,355,0.85,B118 553_01,B433 202 604,,,,,,,,CP1H-16/3,B445 010 898_04,,550x6.35x3.0,190x6.35x4,EDC16C39,,Xu Xin/Zhou Bin,H1902,,2007.07.23,2007.07.24,16,9,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,902.0,QWC,2014,2014/010,Wu Wei,ESD3,Xinchen,Xinchen_DK5,CN4/EU4,30-106232-04-03,WORK, 0.666666666666667,4,MD,1600.0,CRI2-16,A433209869/450cm3/30s@100bar,0.25,0 445 B76 641-00,A433209869,HFR,19,0.85,0.85,,,,CP1H-16/3,,,563x6.35x3.0,238x6.35x3.0,EDC17C53-1.10,P924V61,Qiang Min,H1904,,2014-02-17 00:00:00,2014-02-24 00:00:00,21.5,4,29.5,0,0,preparation for engine calibration,"PiI, MI, PoI",, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,903.0,ET-MAP,2014,2014/084,Xu Tian,COS,CAMC ,CM6D18,CN4/EU4,30-108658-04-01,RESV, 0.5,6,HD,1600.0,CRIN2-16,650,0.3,0445B29926_00,B433210335,WFR,44,1.1,1.1,,,,CPN2-16/2-BL,,,505x8.0x4.0,283.6x8.0x4.0,EDC17CV44-5.03,P722V730,Zhang Zhijie,H1903,EMI2-1814,2014-08-21 00:00:00,2014-08-28 00:00:00,35.5,10.5,25,0,0,B-sample; nozzle definition/first firing,HL10,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,904.0,ET-MAP,2014,2014/084,Xu Tian,COS,CAMC ,CM6D18,CN4/EU4,30-108658-04-01,RESV, 0.5,6,HD,1600.0,CRIN2-16,550,0.3,0445B29924_00,B433210333,WFR,44,1.1,1.1,,,,CPN2-16/2-BL,,,505x8.0x4.0,283.6x8.0x4.0,EDC17CV44-5.03,P722V730,Zhang Zhijie,H1903,EMI2-1814,2014-08-21 00:00:00,2014-08-28 00:00:00,35.5,10.5,25,0,0,B-sample; nozzle definition/first firing,HL10,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,905.0,ET-MAP,2014,2014/084,Xu Tian,COS,CAMC ,CM6D18,CN4/EU4,30-108658-04-01,RESV, 0.5,6,HD,1600.0,CRIN2-16,600,0.3,0445B29925_00,B433210334,WFR,44,1.1,1.1,,,,CPN2-16/2-BL,,,505x8.0x4.0,283.6x8.0x4.0,EDC17CV44-5.03,P722V730,Zhang Zhijie,H1903,EMI2-1814,2014-08-21 00:00:00,2014-08-28 00:00:00,35.5,10.5,25,0,0,B-sample; nozzle definition/first firing,HL10,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,906.0,Function investigation,2014,2014/085,Li Qianyi,ESD2,Weichai , WP7_Eu6,CN6/EU6,30-103673-06-01,WORK, 1.5,0,HD,,CRIN3-25,,,,,HFR,0,,,,,,CP4N-25,0 445 B20 395,01,9.0*3.6*560,8.0*4.0*480,EDC17CV41,CRS17CV_STDTB_1_1_0,Li Guoning/Liu Chao,H1907,EMI2-2115,2014-08-25 00:00:00,2014-09-02 00:00:00,48,14,34,0,0,PLP investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,907.0,ET-MAP,2010,2010/076,Zhang Helen,COS,Xincheng ,DK4,CN4/EU4,30-100758,WISH,2/3,4,PC,1600.0,CRI2-16,300,0.85,B 445 160 190_05,A433206967,LWR,14,no,0.85,,B 445 214 807,020862 01,CP1H-16/3,0 445 010 159,0218,567x6.35x3,233x6.35x3,EDC16C39,C452V50,Li yongchun,H1902,EMI2-3057,2010-10-21 00:00:00,2010-10-29 00:00:00,50.5,13,35.5,2,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,908.0,ET-MAP,2010,2010/076,Zhang Helen,COS,Xincheng ,DK4,CN4/EU4,30-100758,WISH,2/3,4,PC,1600.0,CRI2-16,300,0.85,B 445 160 190_01,A433206961,LWR,14,no,0.85,,B 445 214 807,020862 01,CP1H-16/3,0 445 010 159,0218,567x6.35x3,233x6.35x3,EDC16C39,C452V50,Li yongchun,H1902,EMI2-3057,2010-10-21 00:00:00,2010-10-29 00:00:00,50.5,13,35.5,2,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,909.0,ET-MAP,2010,2010/076,Zhang Helen,COS,Xincheng ,DK4,CN4/EU4,30-100758,WISH,2/3,4,PC,1600.0,CRI2-16,325,0.85,B 445 160 190_02,A433206963,LWR,14,no,0.85,,B 445 214 807,020862 01,CP1H-16/3,0 445 010 159,0218,567x6.35x3,233x6.35x3,EDC16C39,C452V50,Li yongchun,H1902,EMI2-3057,2010-10-21 00:00:00,2010-10-29 00:00:00,50.5,13,35.5,2,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,910.0,HPC verification,2014,2014/088,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK," ,2/1",4,PC,1800.0,CRI1-18,,,PN:B 112 483,,HFR,0,no,0.85,,",no PN (17.36cm3,",-0.85),CB18-18/2,0 445 B79 000-00,,450x6.35x3.0,300x6.35x3.0,EDC17C63,P1257V26T,Feng shuai,H1904,,2014-08-27 00:00:00,2014-09-05 00:00:00,64,15,49,,,Peak pressure measurement for CB18-18 A-sample with normal rail (Spot check),,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,911.0,VCC,2014,2014/089,Wang weiwei,ESD3,GWM ,4T15,CN5/EU5/EU5,30-107363-04-01,WORK, 1,4,PC,1800.0,CRI2-18,A433210350/575.5cm3/30s@100bar,0.85,0 445 B76 682,A433210350,HFR,13.5,0.85,0.85,,,,CP4.1,0 445 B21 401-03,000311,436.2±2x6.30x3.0,204.5±2x6.30x3.0,EDC17C81-2.10,P1466_V200,Zhang Zhijie,H1908,,2014-09-01 00:00:00,2014-09-11 00:00:00,41,16,25,0,0,C-sample; engine/vehicle calibration,VCC and ETMAP,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,912.0,SW function investigation,2014,2014/090,Feng Shuai,ESD1,-,Internal Project,-,-,-, 0.5,0,,,CRI2-16,,,,,HFR,0,,,,,,CB18-16/2,,,390x6.35x3.0,156x6.35x3.0,EDC17CV44-5.03,,Feng shuai,H1906,,2014-09-02 00:00:00,2014-09-03 00:00:00,24,4,20,,,QWC online verification,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,913.0,Function investigation,2014,2014/091,Li Qianyi,ESD2,Weichai , WP7_Eu6,CN6/EU6,30-103673-06-01,WORK, 1.5,0,HD,,CRIN3-25,,,,,HFR,0,,,,,,CP4N-25,0 445 B20 395,01,9.0*3.6*560,8.0*4.0*480,EDC17CV41,CRS17CV_STDTB_1_1_0,Li Guoning/Peng Tiezhu,H1907,EMI2-2115,2014-09-03 00:00:00,2014-09-04 00:00:00,16,6,10,0,0,QB check for CPN2-18 boosted to 2500 bar,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,914.0,ET-MAP,2010,2010/076,Zhang Helen,COS,Xincheng ,DK4,CN4/EU4,30-100758,WISH,2/3,4,PC,1600.0,CRI2-16,275,0.85,B 445 160 190_03,A433206964,LWR,14,no,0.85,,B 445 214 807,020862 01,CP1H-16/3,0 445 010 159,0218,567x6.35x3,233x6.35x3,EDC16C39,C452V50,Li yongchun,H1902,EMI2-3057,2010-10-21 00:00:00,2010-10-29 00:00:00,50.5,13,35.5,2,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,915.0,ET-MAP,2010,2010/076,Zhang Helen,COS,Xincheng ,DK4,CN4/EU4,30-100758,WISH,2/3,4,PC,1600.0,CRI2-16,300,0.85,B 445 160 190_04,A433206966,LWR,14,no,0.85,,B 445 214 807,020862 01,CP1H-16/3,0 445 010 159,0218,567x6.35x3,233x6.35x3,EDC16C39,C452V50,Li yongchun,H1902,EMI2-3057,2010-10-21 00:00:00,2010-10-29 00:00:00,50.5,13,35.5,2,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,916.0,Function investigation,2014,2014/093,Xu Ying,ESD2,Plant support,Activity Project,-,30-110013-13-01,WORK, ,0,HD,,,,,,,,0,,,,,,,,,,,,,Li Guoning ,H1907,,2014-09-05 00:00:00,2014-09-28 00:00:00,Error,Error,Error,,,RPM verification,Injector more leakage,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,917.0,Injection investigation,2014,2014/094,Zhou Bin,ESD1,-,Internal Project,-,-,-, ,0,,,CRIN3-18,,0.0,0 445 120 055,,WFR-16,0,,,,0445 226 053,000053,CP3.3,0 445 020 065,0053,,,,,Peng Tiezhu,H1903,EMI2-1799,2014-09-04 00:00:00,2014-09-24 00:00:00,Error,Error,Error,,,Measurement accuracy investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,918.0,Injection investigation,2014,2014/095,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, 0.666666666666667,4,PC,1800.0,CRI1-18,,0.85,PN:B 445 112 564,,HFR,15,0.85,0.85,,,,CP1H-18/3,,,450x6.35x3.0,300x6.35x3.0,EDC17C63-2.2,P1257V26T,Feng Shuai/Wang Jiabin,H1902,,2014-09-04 00:00:00,2014-10-20 00:00:00,224,24,200,,,Q_min investigation with B-sample CRI1-18,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,919.0,HPC verification,2014,2014/096,Liui Tianjiang,ESD2,CNHTC ,D26,CN6/EU6,30-108446-01-01,WORK, 5/3,6,HD,1800.0,CRIN3-18,,,,1000,LWR,0,1.1,1.1,,445226087,000754,CP3.4N-18/3,445020202,000859,8x3.5x668.4,8x3.5x362.5,EDC17CV44,P722V731,Tang Zhongji,H1904,,2014-09-09 00:00:00,2014-09-17 00:00:00,37,16,19,2,,Peak pressure measurement measurement (ID3mm),,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,920.0,SW function investigation,2014,2014/090,Feng Shuai,ESD1,-,Internal Project,-,-,-, 0.5,0,,,CRI2-16,,,,,HFR,0,,,,,,CB18-16/2,,,390x6.35x3.0,156x6.35x3.0,EDC17CV44-5.03,,Feng shuai,H1906,,2014-09-09 00:00:00,2014-09-12 00:00:00,24,4,20,,,QWC online verification,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,921.0,QWC,2014,2014/097,Wang weiwei,ESD3,GWM ,4T15,CN5/EU5/EU5,30-107363-04-01,WORK, 1,4,PC,1800.0,CRI2-18,A433210350/575.5cm3/30s@100bar,0.85,0 445 B76 682,A433210350,HFR,13.5,0.85,0.85,,,,CP4.1,0 445 B21 401-03,000311,436.2±2x6.30x3.0,204.5±2x6.30x3.0,EDC17C81-2.10,P1466_V200,Qiang Min,H1908,,2014-09-11 00:00:00,2014-09-17 00:00:00,30,2,28,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,922.0,Injection investigation,2014,2014/098,Li Qianyi,ESD2,Weichai , WP12,CN6/EU6,30-105485-11-02,WORK, 0.5,0,HD,,CRIN3-25/20BL/18,,,0 446 B00 565,,HFR,0,,,,,,CPN2-20,0445B80001,00,439x8.0x3.5,306x8.0x3.5,EDC17CV41,,Liu Chao,H1906,,2014-09-15 00:00:00,2014-09-23 00:00:00,53.5,21,32.5,,,Injection rate comparison,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,923.0,RPB investigation,2014,2014/101,Lin Chao,ESD2,Yuchai ,6T16,Tier3,30-105633-01-01,WORK, ,6,HD,,CRIN2-16,,,,,WFR,0,,,,,,CPN2-18,0 445 B30 091,803,400x8x3.5,500x8x3.5,EDC17CV44-5.04,,Tang Zhongji,H1901,,2014-09-22 00:00:00,2014-10-08 00:00:00,48,6,30,8,4,Rail pressure investigation for CPN2-18 with ZME 280l/h,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,924.0,Injection investigation,2014,2014/102,Liu Chao,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Qiang Min/Liuchao,H1906,,2014-09-24 00:00:00,2014-09-30 00:00:00,23,3.5,19.5,,,Q_map measurement for QB database,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,925.0,QWC,2009,2009/034,Xie wenzhi,ESD4,Xinguang,2.0l,CN4/EU4,30-101462,,2/3,4,PC,1600.0,CRI2-16,355,0.85,B119 543_01,B433 202 603,HFR,,,,,B445 514 009,029505,CP1H-16/3,0445 010 159,0600130,567x6.35x3.0,190x6.35x3.0,EDC17C04,P723_V41,Chen Ying/Zeng Yue,H1904,,2009.05.18,2009.05.22,55.5,6.5,49,0,0,C-Sample; PiI-MI-PoI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,926.0,Injection investigation,2014,2014/104,Zhou Bin,ESD1,-,Internal Project,-,-,-, 0.5,1,HD,1800.0,CRIN3-18,,0.0,0 445 120 055,,WFR,44,1.1,1.1,,,,CP3.3,,,8.0x4.0,8.0x4.0,EDC17CV44-5.03,P772V731,Qiang Min,H1908,EMI2-1813,2014-09-25 00:00:00,2014-10-23 00:00:00,Error,Error,Error,,,Measurement accuracy investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
